Produto;Código;Fabricante;Família;Saldo em Qtde; ;Situação;NCM;Classe de Tributação
ATLAS CACAMBA DE PLA P/ MAO 2L REF:1420P;001834;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS CACAMBA P/ PINTURA PRETA PVC 10L 610P;001454;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS CACAMBA P/ PINTURA 12L REF: AT612P;001631;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS CAIXA DE MASSA PLASTICA 18 L AT611;001869;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS COLHER DE PEDREIRO 8;000159;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS CONJ DE PINTURA ANTIGOTA 5PCS REF: 4321;001340;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS CONJ DE PINTURA ANTIRESPINGO 3PCS 2003;001346;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS CONJ DE PINTURA COMPLETO 7 PCS 1016;001931;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS CONJ DE PINTURA 3PCS REF: AT 2001;001633;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS CONJ DE PINTURA 5PCS REF: AT1002;001632;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS DESEM. ACO LISA 143;000121;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEM. ACO T LISA C/ ABERTO 12X25CM REF133;001329;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEM. GR DE ACO P/MASSA AT248;000122;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMP. ACO INOX P/ EFEITOS DECORA. CHANFRADA 25CM AT113;001348;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS DESEMP. ACO T LISA C ABERTO 12X25CM AT148/1;001350;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS DESEMP. ACO T LISA C FECHADO 12X25CM AT148/2;001328;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS DESEMP INOX C.RED 12X35CM CABO FECH. AT836/1;001262;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMP INOX C.RET. 12X30 CABO FECH RIG AT826/1;001261;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMP INOX TRAPEZIO CHANF P/ EFEITOS AT110;001347;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMP. P/ GRAFIATO 27X14CM 165;000120;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMP. P/ TEXT DE PLAST 30X17CM 166;001264;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS DESEMPENADEIRA C/ESPUMA PLASTICA;000176;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS DISCO ABRASIVO FLAP 115MM G120 AT25/120;000200;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS DISCO ABRASIVO FLAP 115MM G40 AT25/40;000203;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS DISCO ABRASIVO FLAP 115MM G60 AT25/60;000202;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS DISCO ABRASIVO FLAP 115MM G80 AT25/80;000201;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS DISCO ABRASIVO FLAP 115MM G80 OX ALUMIN AT24/80;001463;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS DISCO LIXA ABRASIVO 180 GRAO 180 AT19/180;001635;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS DISCO LIXA ABRASIVO 180 GRAO 80 AT19/80;001637;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA ACO CROMADO 10CM 6255/16;001326;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA CABO MADEIRA ACO INOX 12,5CM 6155/20;001253;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA DE ACO CABO PVC 10CM 175/10;000283;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA DE ACO CABO PVC 12CM 175/12;000284;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA DE ACO CABO PVC 4 CM 175/4;000280;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA DE ACO CABO PVC 6CM 175/6;000281;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA DE ACO CABO PVC 8CM 175/8;000282;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA DE ACO REFORCADO 100CM AT6555/10;001639;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA DE ACO REFORCADO 12CM AT6555/12;001640;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA DE ACO REFORCADO 60CM AT6555/6;001642;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA DE ACO REFORCADO 80CM 6555/8;001641;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA DRYWALL 8 INOX;000178;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA INOX ARREDONDADA 165 MM AT6655/6;000204;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS ESPATULA PLASTICA AT152/1;000303;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA PLASTICA LISA 10CM 150/10;001470;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA PLASTICA 13,1X8,8 REF:152/2;000304;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESPATULA PLASTICA 20X8,8 AT152/3;000305;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS ESTILETE EMBORRACHADO PROF. AT175/3;000311;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS EXTENSOR DE ACO 2M 1600;001437;;;0;UN;Ativo;73269090;TRIBUTADO (CSOSN 102)
ATLAS EXTENSOR DE ACO 3M 1700;001436;;;0;UN;Ativo;73269090;TRIBUTADO (CSOSN 102)
ATLAS EXTENSOR FIBRA PROFIMASTER 5M REF:18005;000129;;;0;UN;Ativo;70199000;NÃO TRIBUTADO (CSOSN 400)
ATLAS EXTENSOR FIBRA/ALUMINIIO 2,4M AT18024;001659;;;0;UN;Ativo;70199000;TRIBUTADO (CSOSN 102)
ATLAS EXTENSOR FIBRA/ALUMINIO 1,3M AT18013;001658;;;0;UN;Ativo;70199000;TRIBUTADO (CSOSN 102)
ATLAS EXTENSOR FIBRA/ALUMINIO 4M AT18004;001660;;;0;UN;Ativo;70199000;TRIBUTADO (CSOSN 102)
ATLAS EXTRA PELE DE CARNEIRO 23CM 322/22;001431;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS FIBRA ABRASIVA ACABAMENTOS 115X290MM AT95/10;001333;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS FIBRA ABRASIVA FERRUGEM 115X290M AT95/30;001331;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS FIBRA ABRASIVA POS-OBRA 115X290MM AT95/40;001330;;;0;UN;Ativo;68053090;TRIBUTADO (CSOSN 102)
ATLAS FITA ANTIDERRAPANTE PRETA;000166;;;0;UN;Ativo;68053090;NÃO TRIBUTADO (CSOSN 400)
ATLAS FITA ANTIDERRAPANTE TRANSPARENTE;000167;;;0;UN;Ativo;68053090;NÃO TRIBUTADO (CSOSN 400)
ATLAS FITA SINALIZACAO;000168;;;0;UN;Ativo;39201010;NÃO TRIBUTADO (CSOSN 400)
ATLAS FITA SINALIZACAO PLASTICA 65MMX150M;000222;;;0;UN;Ativo;39201010;NÃO TRIBUTADO (CSOSN 400)
ATLAS FITA TELADA PARA DRYWALL 45M;000190;;;0;UN;Ativo;70195100;NÃO TRIBUTADO (CSOSN 400)
ATLAS FITA VEDA ROSCA 12MMX10M;000179;;;0;UN;Ativo;39209990;NÃO TRIBUTADO (CSOSN 400)
ATLAS GARFO BUCHA S/ROSCA ACO 330/23SR;001429;;;0;UN;Ativo;73269090;TRIBUTADO (CSOSN 102)
ATLAS GARFO COMFORT GAIOLA ACO 400/23;001865;;;0;UN;Ativo;73269090;TRIBUTADO (CSOSN 102)
ATLAS GARFO GAIOLA 5 ARAMES 23CM AT550/23R;000285;;;0;UN;Ativo;73269090;TRIBUTADO (CSOSN 102)
ATLAS KIT 3 PECAS REF:1001;000163;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS KIT 3 PECAS RENDEPLUS 2004;000273;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS KIT 5 PECAS LACARNEIRO 1002;000272;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS KIT 5 PECAS REF:AT1002;000162;;;0;UN;Ativo;96034090;NÃO TRIBUTADO (CSOSN 400)
ATLAS LIXA DISCO ABRASIVO DE PAPEL 180 GRAO 120;001815;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO '120';001515;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO '150';001516;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO '180';001514;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO '220';001513;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO 80 ( UNIDADE );001552;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA DISCO ABRASIVO 225MM GRAO '80' 5PCS;001517;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 150 AT13/150;000089;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 180 AT13/180;000090;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 220 AT13/220;000091;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 240 AT13/240;000092;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 320 AT13/320;000093;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 400 AT13/400;000094;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 500 AT13/500;000095;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 80 AT13/80;000194;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 150 GRAO 800 AT13/800;000097;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 120 AT21/120;000192;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 150 AT21/150;000085;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 180 AT21/180;000086;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 220 AT21/220;000087;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 240 AT21/240;000193;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 320 AT21/320;000088;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 180 GRAO 80 AT21/80;000002;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 120 AT14/120;000079;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 150 AT14/150;000080;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 180 AT14/180;000081;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 220 AT14/220;000082;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 240 AT14/240;000083;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 320 AT14/320;000084;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LIXA TELADA DISCO 225 GRAO 80 AT14/80;000078;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
ATLAS LUVA BANHADA EM PU G AT1304G;001644;;;0;UN;Ativo;61161000;TRIBUTADO (CSOSN 102)
ATLAS MISTURADOR MANUAL AT176/3;000310;;;0;UN;Ativo;82079000;NÃO TRIBUTADO (CSOSN 400)
ATLAS MISTURADOR 176/1 40CM;001430;;;0;UN;Ativo;82079000;TRIBUTADO (CSOSN 102)
ATLAS NIVELOPRO 25CM AT933/25;000276;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS NIVELOPRO 40CM AT933/40;000277;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS NIVELOPRO 60CM AT633;000309;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS NIVELOPRO 60CM AT933/60;000278;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS NIVELOPRO 80CM AT933/80;000279;;;0;UN;Ativo;82055900;TRIBUTADO (CSOSN 102)
ATLAS OCULOS DE PROTECAO CINZA AT3300/2;001821;;;0;UN;Ativo;90049020;TRIBUTADO (CSOSN 102)
ATLAS PAD C/ CABO AJUSTAVEL  AT750/80;001434;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS PAD PARA RECORTE PINTURA 750/70;000187;;;0;UN;Ativo;96034090;NÃO TRIBUTADO (CSOSN 400)
ATLAS PALHA DE ACO N '2' AT90/70;001460;;;0;UN;Ativo;73231000;NÃO TRIBUTADO (CSOSN 400)
ATLAS PROTETOR AUDITIVO PLASTICO REF: AT3100;001468;;;0;UN;Ativo;39269040;TRIBUTADO (CSOSN 102)
ATLAS RASPADOR 6CM;000165;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ATLAS REFIL DE BUCHA PLAST P/ GARFO DUPLO PRO REF: AT3646;001435;;;0;UN;Ativo;39269090;TRIBUTADO (CSOSN 102)
ATLAS REFIL PARA PAD RECORTE PINTURA 750/35;000188;;;0;UN;Ativo;96034090;NÃO TRIBUTADO (CSOSN 400)
ATLAS RODO MEDIO;000180;;;0;UN;Ativo;96039000;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO ANTIGOTA 5CM  LA 10MM AT321/5;000270;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO ANTIGOTA 9CM 321/9;000265;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO ANTI-GOTA 9CMM REF: 321/9;000141;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO ANTIRESP LA SINT 15CM AT773/15;001343;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO ANTIRESP LA SINT. 23CM 773/10;001837;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO ANTIRESP LA SINT 5CM AT773/5;001341;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO ANTIRESP LA SINT 9CM AT773/9;001342;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO DE ESPUMA CINZA 68MM  23CM 406/23;000212;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO DE ESPUMA 9CM 406/9A;001256;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO DE LA NATURAL 15CM 328/15;001934;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO DE LA NATURAL 9CM 328/9;001932;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO DE TEXTURA RUSTICA E CHAPISCO 23CM AT110/85;001841;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO ESPUMA 23CM 406/23A;000133;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO INDUSTRIAL 23CM 326/5;000143;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO LA CARNEIRO + POLIESTER  23CM 228/22;001823;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO MAXILA NATURAL 23CM AT328/25;001254;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO RENDEPLUS DUPLO LA '19' 46CM AT927/19;000198;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO RENDEPLUS LA '10' 23CM 327/23 MF;001924;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO RENDEPLUS LA '19'  23CM 327/19;000263;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO RENDEPLUS LA '19' 15CM 327/15;000182;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO RENDEPLUS LA '19' 5CM AT327/5;001661;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO RESIMAX  9 CM 339/9A;001838;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO RESIMAX 5CM 339/55A;000169;;;0;UN;Ativo;96034090;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO TEXTURA EX. RUST DE ESPUMA 23CM 110/55;001836;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO TEXTURA FINA 23CM 110/75;000148;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO TEXTURA MEDIA 23CM 110/65;000147;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO TEXTURA 37CM AT91155;000199;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ATLAS ROLO 10CM CABELO DE ANJO C/SUPORTE;000160;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 10CM C/SUPORTE DEMARCACAO;000164;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 15CM LA CARNEIRO CONJ AT328/15SR;000189;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 15CM LACARNEIRO REF:328/15;000139;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 15CM REF: 407/15 ANTI MARCAS;000170;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 15CM VELUDO 329/15;000158;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM EXTRA PROFIMAX AT322/46;000184;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM INDUSTRIAL 326/5;000264;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM LA CARNEIRO 228/22;000140;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM LACARNEIRO REF:328/22;000137;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM LACARNEIRO 1000/22;000135;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM LACARNEIRO 328/22;000261;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM LACARNEIRO 328/25;000136;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM PELECARNEIRO REF:1000;000171;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM PELECARNEIRO 322/22;000260;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM RESIMAX 339/5;000262;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM TEXTURA ACABAMENTO 1107;000150;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM TEXTURA ACABAMENTO 1110;000151;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM TEXTURA ACABAMENTO 1163;000152;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM TEXTURA ACABAMENTO 1166;000153;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM TEXTURA ACABAMENTO 1170;000154;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 23CM VELUDO 329/5;000157;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM CABELO ANJO 1155/5;000191;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM LA SINT. 705/5;000271;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM LACARNEIRO REF:AT328/5;000172;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM LACARNEIRO 328/5;000268;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM RESIMAX 339/55;000269;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 5CM VELUDO 329/55;000144;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM ANTIMARCAS REF:AT407/9;000134;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM LACARNEIRO 328/9;000138;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM RESIMAX 339/9;000266;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM ROLA FACIL 709/5;000267;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM TEXTURA FINA 110/9;000149;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS ROLO 9CM VELUDO 329/9;000145;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
ATLAS SACO COLETOR DE PO REF: AT1710/130;000196;;;0;UN;Ativo;84679900;TRIBUTADO (CSOSN 102)
ATLAS SERROTE DE PONTA DE ACO P/ DRYWALL AT192/1;001475;;;0;UN;Ativo;82021000;TRIBUTADO (CSOSN 102)
ATLAS SOPRADOR TERM. DIGITAL 2000W/220V AT1790/2;000221;;;0;UN;Ativo;84672999;TRIBUTADO (CSOSN 102)
ATLAS SOPRADOR TERMICO 2000W/220V REF: AT1791/2;000197;;;0;UN;Ativo;84672999;TRIBUTADO (CSOSN 102)
ATLAS SUPORTE GAIOLA 546/23;000186;;;0;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
ATLAS SUPORTE MANUAL P/ LIXA DE PVC REF:100/2;001334;;;0;UN;Ativo;39269090;TRIBUTADO (CSOSN 102)
ATLAS SUPORTE P/ DESEMPENADEIRA AT9933;000205;;;0;UN;Ativo;39269090;TRIBUTADO (CSOSN 102)
ATLAS SUPORTE P/ MEIA LIXA PVC 23X10,5 AT100/4;000211;;;0;UN;Ativo;39269090;TRIBUTADO (CSOSN 102)
ATLAS TRENA PROF. 10M AMARELA AT180/10;001866;;;0;UN;Ativo;90178010;TRIBUTADO (CSOSN 102)
ATLAS TRENA PROFI. 8M AMARELA AT180/8;001867;;;0;UN;Ativo;90178010;TRIBUTADO (CSOSN 102)
ATLAS TRENA 5M PROFI. AMARELA AT180/5;000177;;;0;UN;Ativo;90178010;NÃO TRIBUTADO (CSOSN 400)
ATLAS TRINCHA ANGULAR AT345 '1.1/2';001473;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR AT345 2;001474;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR IMPERIAL  AT416/3AN '1';000206;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR IMPERIAL AT416/4AN '1 1/2';000207;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR IMPERIAL AT416/5AN '2';000208;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR IMPERIAL AT416/6AN '2 1/2';000209;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA ANGULAR IMPERIAL AT416/7AN '3';000210;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 315 1;001440;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 319  '1.1/2';001521;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 319  1/2;001449;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 319  2;001520;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 319 '3/4';001902;;;0;UN;Ativo;96034090;NÃO TRIBUTADO (CSOSN 400)
ATLAS TRINCHA 395  1;001447;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 395  '1.1/2';001448;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
